id,loss
106164,31
106165,16
106166,5
106167,12
106168,20
106169,13
106170,45
106171,4
106172,11
106173,43
106174,22
106175,26
106176,6
106177,5
106178,10
106179,22
106180,25
106181,25
106182,21
106183,24
106184,21
106185,14
106186,13
106187,13
106188,4
106189,29
106190,9
106191,32
106192,15
106193,18
106194,16
106195,11
106196,28
106197,2
106198,18
106199,7
106200,22
106201,6
106202,2
106203,37
106204,7
106205,14
106206,11
106207,10
106208,36
106209,37
106210,43
106211,14
106212,24
106213,9
106214,7
106215,5
106216,20
106217,7
106218,12
106219,24
106220,29
106221,28
106222,26
106223,10
106224,30
106225,12
106226,14
106227,23
106228,19
106229,19
106230,18
106231,9
106232,9
106233,35
106234,24
106235,1
106236,4
106237,12
106238,4
106239,40
106240,29
106241,1
106242,6
106243,3
106244,4
106245,10
106246,6
106247,25
106248,15
106249,41
106250,41
106251,23
106252,24
106253,10
106254,6
106255,44
106256,12
106257,38
106258,20
106259,11
106260,9
106261,11
106262,30
106263,18
106264,35
106265,15
106266,6
106267,9
106268,3
106269,9
106270,24
106271,19
106272,16
106273,22
106274,4
106275,11
106276,9
106277,32
106278,16
106279,23
106280,19
106281,13
106282,42
106283,21
106284,28
106285,31
106286,19
106287,14
106288,7
106289,9
106290,37
106291,23
106292,27
106293,36
106294,8
106295,17
106296,12
106297,32
106298,18
106299,31
106300,9
106301,5
106302,5
106303,26
106304,14
106305,9
106306,30
106307,23
106308,29
106309,5
106310,28
106311,25
106312,29
106313,18
106314,4
106315,11
106316,22
106317,24
106318,12
106319,4
106320,7
106321,21
106322,27
106323,4
106324,23
106325,18
106326,11
106327,20
106328,43
106329,8
106330,18
106331,10
106332,19
106333,19
106334,40
106335,10
106336,33
106337,21
106338,7
106339,43
106340,29
106341,17
106342,10
106343,15
106344,44
106345,4
106346,9
106347,26
106348,25
106349,29
106350,34
106351,28
106352,21
106353,15
106354,3
106355,14
106356,30
106357,9
106358,12
106359,29
106360,6
106361,6
106362,16
106363,37
106364,11
106365,11
106366,21
106367,5
106368,10
106369,9
106370,11
106371,17
106372,30
106373,23
106374,30
106375,43
106376,27
106377,14
106378,21
106379,16
106380,15
106381,52
106382,10
106383,12
106384,8
106385,16
106386,30
106387,23
106388,26
106389,12
106390,15
106391,11
106392,19
106393,9
106394,33
106395,18
106396,25
106397,14
106398,4
106399,18
106400,4
106401,16
106402,7
106403,34
106404,18
106405,43
106406,14
106407,41
106408,33
106409,3
106410,9
106411,12
106412,7
106413,34
106414,15
106415,17
106416,12
106417,11
106418,12
106419,20
106420,10
106421,17
106422,5
106423,31
106424,21
106425,17
106426,27
106427,21
106428,3
106429,24
106430,28
106431,6
106432,14
106433,4
106434,11
106435,4
106436,19
106437,25
106438,42
106439,14
106440,5
106441,18
106442,16
106443,13
106444,8
106445,22
106446,8
106447,13
106448,24
106449,14
106450,19
106451,13
106452,4
106453,12
106454,10
106455,21
106456,13
106457,40
106458,17
106459,18
106460,10
106461,15
106462,14
106463,12
106464,19
106465,13
106466,35
106467,30
106468,13
106469,10
106470,4
106471,51
106472,22
106473,14
106474,34
106475,25
106476,5
106477,21
106478,17
106479,38
106480,23
106481,1
106482,9
106483,8
106484,13
106485,33
106486,15
106487,8
106488,4
106489,6
106490,22
106491,34
106492,26
106493,34
106494,14
106495,20
106496,3
106497,4
106498,28
106499,4
106500,7
106501,17
106502,33
106503,21
106504,15
106505,39
106506,19
106507,33
106508,15
106509,15
106510,17
106511,37
106512,21
106513,9
106514,41
106515,4
106516,5
106517,30
106518,15
106519,41
106520,33
106521,33
106522,6
106523,16
106524,4
106525,4
106526,10
106527,29
106528,11
106529,6
106530,12
106531,32
106532,20
106533,14
106534,21
106535,3
106536,19
106537,14
106538,27
106539,37
106540,23
106541,12
106542,6
106543,31
106544,19
106545,7
106546,2
106547,37
106548,6
106549,52
106550,43
106551,8
106552,38
106553,9
106554,37
106555,30
106556,23
106557,11
106558,20
106559,4
106560,37
106561,16
106562,21
106563,19
106564,37
106565,7
106566,17
106567,15
106568,18
106569,30
106570,17
106571,15
106572,19
106573,15
106574,38
106575,14
106576,18
106577,9
106578,7
106579,16
106580,24
106581,28
106582,23
106583,8
106584,23
106585,6
106586,54
106587,7
106588,19
106589,38
106590,21
106591,35
106592,19
106593,19
106594,21
106595,9
106596,36
106597,9
106598,2
106599,20
106600,10
106601,12
106602,11
106603,24
106604,19
106605,12
106606,16
106607,27
106608,13
106609,18
106610,18
106611,2
106612,9
106613,30
106614,10
106615,2
106616,17
106617,3
106618,14
106619,20
106620,20
106621,7
106622,27
106623,14
106624,38
106625,21
106626,7
106627,7
106628,6
106629,10
106630,4
106631,23
106632,22
106633,28
106634,29
106635,14
106636,4
106637,3
106638,31
106639,19
106640,8
106641,22
106642,18
106643,22
106644,6
106645,12
106646,15
106647,6
106648,9
106649,8
106650,31
106651,21
106652,22
106653,2
106654,5
106655,23
106656,8
106657,21
106658,22
106659,16
106660,45
106661,35
106662,38
106663,11
106664,5
106665,13
106666,15
106667,13
106668,10
106669,17
106670,13
106671,16
106672,20
106673,12
106674,25
106675,12
106676,43
106677,21
106678,10
106679,20
106680,38
106681,10
106682,33
106683,14
106684,11
106685,15
106686,36
106687,22
106688,32
106689,23
106690,22
106691,8
106692,5
106693,17
106694,10
106695,0
106696,17
106697,3
106698,12
106699,1
106700,12
106701,5
106702,32
106703,24
106704,16
106705,13
106706,40
106707,8
106708,21
106709,15
106710,7
106711,12
106712,19
106713,14
106714,27
106715,4
106716,24
106717,17
106718,41
106719,37
106720,27
106721,10
106722,2
106723,18
106724,15
106725,2
106726,0
106727,40
106728,16
106729,14
106730,15
106731,2
106732,27
106733,11
106734,21
106735,19
106736,35
106737,36
106738,19
106739,44
106740,17
106741,13
106742,39
106743,28
106744,32
106745,28
106746,12
106747,14
106748,37
106749,45
106750,46
106751,42
106752,32
106753,24
106754,10
106755,33
106756,12
106757,15
106758,46
106759,7
106760,4
106761,9
106762,13
106763,34
106764,6
106765,14
106766,32
106767,8
106768,19
106769,19
106770,21
106771,17
106772,20
106773,36
106774,28
106775,33
106776,30
106777,8
106778,5
106779,3
106780,31
106781,15
106782,9
106783,22
106784,12
106785,37
106786,7
106787,17
106788,10
106789,19
106790,15
106791,13
106792,13
106793,27
106794,18
106795,27
106796,16
106797,20
106798,13
106799,4
106800,6
106801,5
106802,25
106803,16
106804,48
106805,13
106806,19
106807,25
106808,20
106809,15
106810,15
106811,28
106812,28
106813,9
106814,25
106815,7
106816,11
106817,10
106818,11
106819,7
106820,18
106821,19
106822,36
106823,23
106824,16
106825,22
106826,4
106827,16
106828,25
106829,23
106830,5
106831,4
106832,18
106833,7
106834,8
106835,26
106836,25
106837,31
106838,14
106839,16
106840,18
106841,46
106842,8
106843,15
106844,20
106845,20
106846,16
106847,17
106848,15
106849,16
106850,26
106851,29
106852,5
106853,29
106854,26
106855,10
106856,23
106857,12
106858,36
106859,41
106860,8
106861,22
106862,27
106863,22
106864,30
106865,23
106866,12
106867,4
106868,17
106869,10
106870,6
106871,28
106872,20
106873,26
106874,30
106875,24
106876,12
106877,7
106878,39
106879,40
106880,5
106881,20
106882,22
106883,27
106884,2
106885,22
106886,33
106887,19
106888,16
106889,12
106890,21
106891,15
106892,40
106893,2
106894,25
106895,29
106896,41
106897,23
106898,15
106899,7
106900,33
106901,28
106902,4
106903,5
106904,11
106905,5
106906,42
106907,5
106908,9
106909,8
106910,20
106911,24
106912,38
106913,35
106914,21
106915,30
106916,17
106917,42
106918,8
106919,3
106920,17
106921,25
106922,6
106923,15
106924,16
106925,17
106926,47
106927,36
106928,10
106929,13
106930,22
106931,18
106932,21
106933,15
106934,9
106935,16
106936,11
106937,12
106938,24
106939,10
106940,12
106941,26
106942,36
106943,16
106944,11
106945,35
106946,31
106947,9
106948,24
106949,10
106950,30
106951,17
106952,10
106953,8
106954,34
106955,19
106956,1
106957,5
106958,6
106959,12
106960,21
106961,7
106962,27
106963,8
106964,19
106965,7
106966,44
106967,10
106968,8
106969,6
106970,9
106971,19
106972,12
106973,15
106974,25
106975,28
106976,28
106977,26
106978,14
106979,19
106980,8
106981,14
106982,24
106983,3
106984,44
106985,8
106986,10
106987,9
106988,16
106989,38
106990,31
106991,29
106992,14
106993,8
106994,51
106995,15
106996,23
106997,38
106998,35
106999,9
107000,11
107001,34
107002,29
107003,8
107004,44
107005,16
107006,7
107007,10
107008,18
107009,2
107010,17
107011,39
107012,15
107013,32
107014,6
107015,13
107016,42
107017,7
107018,8
107019,15
107020,33
107021,3
107022,6
107023,10
107024,32
107025,23
107026,14
107027,7
107028,25
107029,22
107030,17
107031,13
107032,4
107033,30
107034,12
107035,20
107036,39
107037,22
107038,14
107039,2
107040,4
107041,12
107042,13
107043,34
107044,5
107045,27
107046,10
107047,9
107048,4
107049,17
107050,17
107051,17
107052,30
107053,21
107054,16
107055,9
107056,14
107057,9
107058,20
107059,36
107060,11
107061,32
107062,5
107063,12
107064,9
107065,12
107066,8
107067,24
107068,7
107069,37
107070,8
107071,38
107072,40
107073,16
107074,44
107075,32
107076,9
107077,8
107078,27
107079,4
107080,18
107081,23
107082,11
107083,14
107084,54
107085,19
107086,21
107087,30
107088,5
107089,26
107090,3
107091,14
107092,13
107093,14
107094,11
107095,1
107096,19
107097,29
107098,13
107099,4
107100,7
107101,10
107102,12
107103,27
107104,12
107105,5
107106,24
107107,14
107108,31
107109,27
107110,39
107111,26
107112,21
107113,15
107114,19
107115,20
107116,7
107117,18
107118,10
107119,17
107120,3
107121,2
107122,45
107123,9
107124,2
107125,23
107126,6
107127,9
107128,11
107129,9
107130,18
107131,26
107132,23
107133,15
107134,23
107135,8
107136,18
107137,14
107138,20
107139,4
107140,4
107141,38
107142,27
107143,29
107144,11
107145,6
107146,12
107147,41
107148,28
107149,38
107150,38
107151,23
107152,38
107153,19
107154,15
107155,10
107156,15
107157,20
107158,10
107159,20
107160,25
107161,5
107162,30
107163,6
107164,8
107165,9
107166,5
107167,5
107168,20
107169,11
107170,14
107171,47
107172,3
107173,27
107174,33
107175,22
107176,14
107177,18
107178,6
107179,9
107180,4
107181,9
107182,12
107183,16
107184,15
107185,3
107186,13
107187,16
107188,39
107189,7
107190,25
107191,16
107192,4
107193,36
107194,20
107195,44
107196,13
107197,11
107198,17
107199,12
107200,10
107201,10
107202,16
107203,6
107204,7
107205,20
107206,22
107207,10
107208,3
107209,33
107210,12
107211,12
107212,6
107213,5
107214,12
107215,22
107216,21
107217,12
107218,3
107219,38
107220,24
107221,27
107222,28
107223,29
107224,28
107225,12
107226,12
107227,36
107228,31
107229,2
107230,25
107231,16
107232,21
107233,24
107234,10
107235,36
107236,18
107237,37
107238,13
107239,15
107240,34
107241,12
107242,22
107243,12
107244,8
107245,8
107246,44
107247,11
107248,34
107249,13
107250,5
107251,58
107252,34
107253,3
107254,35
107255,19
107256,23
107257,11
107258,36
107259,6
107260,20
107261,25
107262,16
107263,55
107264,1
107265,8
107266,21
107267,40
107268,18
107269,1
107270,19
107271,25
107272,15
107273,20
107274,15
107275,22
107276,35
107277,5
107278,17
107279,18
107280,34
107281,5
107282,39
107283,13
107284,35
107285,35
107286,6
107287,7
107288,11
107289,42
107290,38
107291,14
107292,3
107293,25
107294,3
107295,18
107296,15
107297,32
107298,10
107299,6
107300,7
107301,4
107302,12
107303,12
107304,12
107305,14
107306,7
107307,12
107308,9
107309,16
107310,41
107311,33
107312,4
107313,18
107314,18
107315,19
107316,37
107317,20
107318,7
107319,9
107320,17
107321,17
107322,27
107323,14
107324,5
107325,9
107326,10
107327,40
107328,8
107329,19
107330,34
107331,23
107332,9
107333,13
107334,33
107335,15
107336,31
107337,25
107338,26
107339,22
107340,14
107341,21
107342,8
107343,15
107344,10
107345,13
107346,3
107347,5
107348,41
107349,28
107350,27
107351,5
107352,37
107353,17
107354,33
107355,27
107356,25
107357,4
107358,4
107359,30
107360,34
107361,5
107362,42
107363,10
107364,10
107365,9
107366,5
107367,24
107368,12
107369,45
107370,11
107371,33
107372,37
107373,27
107374,26
107375,28
107376,5
107377,34
107378,35
107379,6
107380,3
107381,22
107382,7
107383,36
107384,16
107385,12
107386,9
107387,8
107388,17
107389,13
107390,7
107391,15
107392,20
107393,14
107394,9
107395,9
107396,27
107397,8
107398,20
107399,16
107400,31
107401,17
107402,19
107403,13
107404,7
107405,30
107406,27
107407,5
107408,23
107409,31
107410,5
107411,10
107412,0
107413,18
107414,20
107415,38
107416,33
107417,20
107418,21
107419,24
107420,26
107421,28
107422,7
107423,26
107424,32
107425,5
107426,21
107427,20
107428,11
107429,11
107430,36
107431,6
107432,35
107433,11
107434,12
107435,11
107436,34
107437,10
107438,4
107439,32
107440,8
107441,12
107442,13
107443,16
107444,12
107445,16
107446,43
107447,7
107448,33
107449,9
107450,34
107451,39
107452,4
107453,32
107454,12
107455,7
107456,10
107457,28
107458,15
107459,34
107460,41
107461,4
107462,9
107463,43
107464,10
107465,17
107466,16
107467,40
107468,13
107469,8
107470,18
107471,14
107472,15
107473,17
107474,20
107475,17
107476,14
107477,28
107478,7
107479,5
107480,6
107481,21
107482,9
107483,28
107484,30
107485,17
107486,7
107487,13
107488,6
107489,30
107490,24
107491,8
107492,28
107493,45
107494,2
107495,9
107496,3
107497,38
107498,36
107499,45
107500,10
107501,19
107502,29
107503,24
107504,3
107505,7
107506,14
107507,33
107508,4
107509,5
107510,14
107511,13
107512,15
107513,13
107514,3
107515,21
107516,33
107517,12
107518,14
107519,20
107520,21
107521,33
107522,37
107523,14
107524,36
107525,16
107526,24
107527,28
107528,18
107529,12
107530,3
107531,30
107532,22
107533,19
107534,25
107535,15
107536,32
107537,30
107538,11
107539,42
107540,15
107541,33
107542,7
107543,9
107544,12
107545,11
107546,11
107547,18
107548,14
107549,14
107550,4
107551,20
107552,39
107553,28
107554,33
107555,27
107556,17
107557,9
107558,28
107559,14
107560,27
107561,3
107562,23
107563,15
107564,13
107565,30
107566,12
107567,14
107568,19
107569,8
107570,14
107571,17
107572,9
107573,3
107574,5
107575,14
107576,12
107577,8
107578,14
107579,30
107580,18
107581,7
107582,27
107583,13
107584,7
107585,19
107586,21
107587,22
107588,18
107589,30
107590,13
107591,10
107592,12
107593,34
107594,38
107595,16
107596,29
107597,19
107598,19
107599,33
107600,32
107601,10
107602,30
107603,3
107604,33
107605,14
107606,12
107607,24
107608,27
107609,13
107610,27
107611,9
107612,16
107613,39
107614,17
107615,0
107616,6
107617,27
107618,17
107619,17
107620,4
107621,13
107622,31
107623,11
107624,23
107625,19
107626,16
107627,32
107628,13
107629,23
107630,3
107631,15
107632,45
107633,41
107634,13
107635,12
107636,14
107637,22
107638,24
107639,31
107640,11
107641,2
107642,21
107643,8
107644,20
107645,21
107646,1
107647,17
107648,14
107649,19
107650,29
107651,14
107652,30
107653,23
107654,3
107655,10
107656,3
107657,5
107658,44
107659,5
107660,17
107661,33
107662,28
107663,18
107664,7
107665,7
107666,21
107667,25
107668,44
107669,31
107670,7
107671,21
107672,7
107673,5
107674,44
107675,1
107676,5
107677,17
107678,8
107679,18
107680,31
107681,35
107682,36
107683,26
107684,8
107685,15
107686,16
107687,19
107688,14
107689,15
107690,10
107691,37
107692,32
107693,29
107694,6
107695,36
107696,21
107697,10
107698,37
107699,5
107700,5
107701,32
107702,13
107703,19
107704,19
107705,31
107706,37
107707,12
107708,22
107709,13
107710,20
107711,37
107712,3
107713,45
107714,8
107715,18
107716,21
107717,14
107718,13
107719,10
107720,7
107721,6
107722,3
107723,19
107724,18
107725,37
107726,37
107727,11
107728,21
107729,21
107730,31
107731,4
107732,14
107733,11
107734,24
107735,10
107736,7
107737,28
107738,27
107739,21
107740,28
107741,18
107742,25
107743,18
107744,10
107745,15
107746,16
107747,27
107748,18
107749,45
107750,11
107751,17
107752,33
107753,5
107754,31
107755,3
107756,36
107757,35
107758,7
107759,33
107760,20
107761,20
107762,27
107763,30
107764,14
107765,13
107766,23
107767,4
107768,5
107769,5
107770,22
107771,21
107772,22
107773,26
107774,35
107775,32
107776,38
107777,0
107778,9
107779,20
107780,19
107781,17
107782,40
107783,6
107784,37
107785,5
107786,15
107787,16
107788,32
107789,17
107790,18
107791,20
107792,20
107793,25
107794,6
107795,24
107796,15
107797,8
107798,5
107799,19
107800,6
107801,22
107802,21
107803,27
107804,32
107805,15
107806,7
107807,16
107808,10
107809,35
107810,3
107811,15
107812,18
107813,29
107814,16
107815,18
107816,16
107817,17
107818,17
107819,3
107820,15
107821,9
107822,14
107823,10
107824,28
107825,16
107826,41
107827,31
107828,3
107829,4
107830,21
107831,22
107832,25
107833,16
107834,38
107835,32
107836,19
107837,11
107838,40
107839,41
107840,9
107841,15
107842,15
107843,19
107844,15
107845,28
107846,34
107847,31
107848,15
107849,19
107850,0
107851,10
107852,14
107853,10
107854,17
107855,13
107856,15
107857,4
107858,6
107859,28
107860,25
107861,10
107862,11
107863,13
107864,8
107865,21
107866,27
107867,17
107868,25
107869,28
107870,17
107871,43
107872,7
107873,47
107874,13
107875,11
107876,33
107877,13
107878,9
107879,36
107880,9
107881,38
107882,3
107883,6
107884,26
107885,29
107886,23
107887,43
107888,5
107889,20
107890,10
107891,24
107892,11
107893,8
107894,20
107895,8
107896,10
107897,21
107898,32
107899,5
107900,5
107901,13
107902,32
107903,5
107904,7
107905,11
107906,8
107907,20
107908,5
107909,57
107910,19
107911,4
107912,17
107913,2
107914,16
107915,22
107916,8
107917,37
107918,11
107919,22
107920,25
107921,22
107922,25
107923,9
107924,14
107925,39
107926,6
107927,31
107928,32
107929,12
107930,3
107931,15
107932,4
107933,7
107934,17
107935,5
107936,35
107937,25
107938,13
107939,13
107940,17
107941,6
107942,4
107943,24
107944,30
107945,7
107946,44
107947,40
107948,5
107949,11
107950,11
107951,17
107952,7
107953,19
107954,5
107955,20
107956,10
107957,19
107958,15
107959,16
107960,29
107961,14
107962,2
107963,2
107964,8
107965,22
107966,29
107967,28
107968,40
107969,6
107970,12
107971,31
107972,3
107973,17
107974,19
107975,15
107976,3
107977,10
107978,13
107979,24
107980,47
107981,13
107982,26
107983,7
107984,15
107985,12
107986,41
107987,14
107988,27
107989,13
107990,8
107991,11
107992,28
107993,12
107994,34
107995,12
107996,21
107997,8
107998,20
107999,1
108000,4
108001,6
108002,16
108003,31
108004,16
108005,12
108006,35
108007,7
108008,24
108009,26
108010,9
108011,34
108012,19
108013,18
108014,12
108015,17
108016,31
108017,37
108018,11
108019,34
108020,10
108021,22
108022,41
108023,16
108024,6
108025,25
108026,6
108027,17
108028,19
108029,29
108030,21
108031,7
108032,5
108033,19
108034,33
108035,3
108036,13
108037,32
108038,5
108039,7
108040,39
108041,13
108042,0
108043,25
108044,37
108045,25
108046,36
108047,14
108048,16
108049,19
108050,5
108051,6
108052,8
108053,30
108054,9
108055,8
108056,21
108057,36
108058,23
108059,5
108060,59
108061,10
108062,13
108063,31
108064,7
108065,14
108066,28
108067,38
108068,31
108069,9
108070,12
108071,15
108072,29
108073,23
108074,9
108075,29
108076,10
108077,19
108078,14
108079,36
108080,40
108081,28
108082,25
108083,3
108084,24
108085,7
108086,14
108087,20
108088,9
108089,8
108090,27
108091,41
108092,39
108093,6
108094,10
108095,16
108096,21
108097,26
108098,28
108099,15
108100,5
108101,5
108102,14
108103,17
108104,6
108105,6
108106,9
108107,30
108108,6
108109,7
108110,8
108111,11
108112,15
108113,36
108114,11
108115,21
108116,25
108117,6
108118,8
108119,25
108120,42
108121,10
108122,4
108123,12
108124,31
108125,3
108126,11
108127,7
108128,13
108129,13
108130,37
108131,39
108132,4
108133,8
108134,39
108135,10
108136,32
108137,13
108138,3
108139,5
108140,35
108141,25
108142,9
108143,13
108144,27
108145,13
108146,10
108147,28
108148,12
108149,22
108150,30
108151,16
108152,38
108153,14
108154,34
108155,22
108156,30
108157,11
108158,20
108159,34
108160,11
108161,7
108162,25
108163,11
108164,14
108165,21
108166,7
108167,28
108168,23
108169,18
108170,36
108171,39
108172,18
108173,29
108174,12
108175,15
108176,6
108177,18
108178,9
108179,37
108180,27
108181,16
108182,23
108183,24
108184,29
108185,31
108186,23
108187,37
108188,6
108189,11
108190,20
108191,3
108192,18
108193,15
108194,38
108195,33
108196,16
108197,14
108198,33
108199,14
108200,9
108201,31
108202,4
108203,7
108204,12
108205,37
108206,7
108207,7
108208,39
108209,18
108210,29
108211,6
108212,11
108213,32
108214,7
108215,13
108216,7
108217,13
108218,7
108219,11
108220,19
108221,32
108222,18
108223,29
108224,21
108225,10
108226,15
108227,29
108228,33
108229,27
108230,0
108231,40
108232,18
108233,17
108234,32
108235,14
108236,38
108237,3
108238,27
108239,27
108240,45
108241,18
108242,17
108243,18
108244,11
108245,11
108246,26
108247,19
108248,10
108249,31
108250,16
108251,29
108252,25
108253,5
108254,7
108255,6
108256,5
108257,38
108258,3
108259,17
108260,0
108261,13
108262,33
108263,19
108264,7
108265,14
108266,41
108267,8
108268,40
108269,33
